"gwno","country","minyear1","maxyear1","minyear2","maxyear2","ccode","ifscode","ifs","gwabbrev","gwname"
530,"ethpiapdr",-9999,9999,-9999,9999,530,644,"ETH","ETH","Ethiopia"
530,"ethiopia",-9999,9999,-9999,9999,530,644,"ETH","ETH","Ethiopia"
530,"ethiopia1992",-9999,1992,-9999,9999,530,644,"ETH","ETH","Ethiopia"
530,"ethiopia1991",-9999,1991,-9999,9999,530,644,"ETH","ETH","Ethiopia"
530,"ethiopia1993",1993,9999,-9999,9999,530,644,"ETH","ETH","Ethiopia"
530,"ethiopiaformer",-9999,9999,-9999,9999,530,644,"ETH","ETH","Ethiopia"
530,"ethiopiaunited",-9999,9999,-9999,9999,530,644,"ETH","ETH","Ethiopia"
530,"ethiopiaincludingeritrea",-9999,9999,-9999,9999,530,644,"ETH","ETH","Ethiopia"
531,"eri",-9999,9999,-9999,9999,531,643,"ERI","ERI","Eritrea"
531,"eritrea",-9999,9999,-9999,9999,531,643,"ERI","ERI","Eritrea"
540,"ago",-9999,9999,-9999,9999,540,614,"AGO","ANG","Angola"
540,"angola",-9999,9999,-9999,9999,540,614,"AGO","ANG","Angola"
541,"moz",-9999,9999,-9999,9999,541,688,"MOZ","MZM","Mozambique"
541,"mozamb",-9999,9999,-9999,9999,541,688,"MOZ","MZM","Mozambique"
541,"mozambique",-9999,9999,-9999,9999,541,688,"MOZ","MZM","Mozambique"
551,"zambia",-9999,9999,-9999,9999,551,754,"ZMB","ZAM","Zambia"
551,"zmb",-9999,9999,-9999,9999,551,754,"ZMB","ZAM","Zambia"
552,"rhodesia",-9999,9999,-9999,9999,552,698,"ZWE","ZIM","Zimbabwe (Rhodesia)"
552,"rhodesias",-9999,9999,-9999,9999,552,698,"ZWE","ZIM","Zimbabwe (Rhodesia)"
552,"zimbabwe",-9999,9999,-9999,9999,552,698,"ZWE","ZIM","Zimbabwe (Rhodesia)"
552,"zimbabwerhodesia",-9999,9999,-9999,9999,552,698,"ZWE","ZIM","Zimbabwe (Rhodesia)"
552,"zwe",-9999,9999,-9999,9999,552,698,"ZWE","ZIM","Zimbabwe (Rhodesia)"
553,"malawi",-9999,9999,-9999,9999,553,676,"MWI","MAW","Malawi"
553,"mwi",-9999,9999,-9999,9999,553,676,"MWI","MAW","Malawi"
560,"safrica",-9999,9999,-9999,9999,560,199,"ZAF","SAF","South Africa"
560,"soafrica",-9999,9999,-9999,9999,560,199,"ZAF","SAF","South Africa"
560,"southafrica",-9999,9999,-9999,9999,560,199,"ZAF","SAF","South Africa"
560,"zaf",-9999,9999,-9999,9999,560,199,"ZAF","SAF","South Africa"
563,"transvaal",-9999,9999,-9999,9999,NA,NA,NA,"TRA","Transvaal"
564,"orangefreestate",-9999,9999,-9999,9999,NA,NA,NA,"OFS","Orange Free State"
565,"nam",-9999,9999,-9999,9999,565,728,"NAM","NAM","Namibia"
565,"namibia",-9999,9999,-9999,9999,565,728,"NAM","NAM","Namibia"
570,"lesotho",-9999,9999,-9999,9999,570,666,"LSO","LES","Lesotho"
570,"lso",-9999,9999,-9999,9999,570,666,"LSO","LES","Lesotho"
571,"botswana",-9999,9999,-9999,9999,571,616,"BWA","BOT","Botswana"
571,"bwa",-9999,9999,-9999,9999,571,616,"BWA","BOT","Botswana"
572,"swazil",-9999,9999,-9999,9999,572,734,"SWZ","SWA","Swaziland"
572,"swaziland",-9999,9999,-9999,9999,572,734,"SWZ","SWA","Swaziland"
572,"swz",-9999,9999,-9999,9999,572,734,"SWZ","SWA","Swaziland"
580,"madagas",-9999,9999,-9999,9999,580,674,"MDG","MAG","Madagascar"
580,"madagascar",-9999,9999,-9999,9999,580,674,"MDG","MAG","Madagascar"
580,"madagascarmalagasyrepublic",-9999,9999,-9999,9999,580,674,"MDG","MAG","Madagascar"
580,"madagascarmalagasy",-9999,9999,-9999,9999,580,674,"MDG","MAG","Madagascar"
580,"malagasyr",-9999,9999,-9999,9999,580,674,"MDG","MAG","Madagascar"
580,"mdg",-9999,9999,-9999,9999,580,674,"MDG","MAG","Madagascar"
581,"com",-9999,9999,-9999,9999,581,632,"COM","COM","Comoros"
581,"comorois",-9999,9999,-9999,9999,581,632,"COM","COM","Comoros"
581,"comoros",-9999,9999,-9999,9999,581,632,"COM","COM","Comoros"
590,"mauritius",-9999,9999,-9999,9999,590,684,"MUS","MAS","Mauritius"
590,"mus",-9999,9999,-9999,9999,590,684,"MUS","MAS","Mauritius"
591,"seychelle",-9999,9999,-9999,9999,591,718,"SYC","SEY","Seychelles"
591,"seychelles",-9999,9999,-9999,9999,591,718,"SYC","SEY","Seychelles"
591,"seychellss",-9999,9999,-9999,9999,591,718,"SYC","SEY","Seychelles"
591,"syc",-9999,9999,-9999,9999,591,718,"SYC","SEY","Seychelles"
600,"mar",-9999,9999,-9999,9999,600,686,"MAR","MOR","Morocco"
600,"morocco",-9999,9999,-9999,9999,600,686,"MAR","MOR","Morocco"
615,"algeria",-9999,9999,-9999,9999,615,612,"DZA","ALG","Algeria"
615,"dza",-9999,9999,-9999,9999,615,612,"DZA","ALG","Algeria"
616,"tun",-9999,9999,-9999,9999,616,744,"TUN","TUN","Tunisia"
616,"tunisia",-9999,9999,-9999,9999,616,744,"TUN","TUN","Tunisia"
620,"lby",-9999,9999,-9999,9999,620,672,"LBY","LIB","Libya"
620,"libya",-9999,9999,-9999,9999,620,672,"LBY","LIB","Libya"
620,"libyaarabjamahiriy",-9999,9999,-9999,9999,620,672,"LBY","LIB","Libya"
620,"libyanarabjam",-9999,9999,-9999,9999,620,672,"LBY","LIB","Libya"
620,"libyanarabjamah",-9999,9999,-9999,9999,620,672,"LBY","LIB","Libya"
620,"libyanarabjamahiriya",-9999,9999,-9999,9999,620,672,"LBY","LIB","Libya"
625,"northsudan",-9999,9999,-9999,9999,625,732,"SDN","SUD","Sudan"
625,"republicofthesudan",-9999,9999,-9999,9999,625,732,"SDN","SUD","Sudan"
625,"sdn",-9999,9999,-9999,9999,625,732,"SDN","SUD","Sudan"
625,"sudan",-9999,9999,-9999,9999,625,732,"SDN","SUD","Sudan"
625,"sudan2011",-9999,9999,-9999,9999,625,732,"SDN","SUD","Sudan"
625,"sudanformer",-9999,9999,-9999,9999,625,732,"SDN","SUD","Sudan"
625,"sudannorth",-9999,9999,-9999,9999,625,732,"SDN","SUD","Sudan"
625,"sudanincludingsouthsudan",-9999,9999,-9999,9999,625,732,"SDN","SUD","Sudan"
626,"ssudan",2011,9999,-9999,9999,626,733,NA,"SSD","South Sudan"
626,"southsudan",2011,9999,-9999,9999,626,733,NA,"SSD","South Sudan"
626,"ssd",2011,9999,-9999,9999,626,733,NA,"SSD","South Sudan"
626,"sudansouth",2011,9999,-9999,9999,626,733,NA,"SSD","South Sudan"
630,"iran",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"iranislamicrepof",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"iranislamicrepublicof",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"iranpersia",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"iranislamrep",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"iranirof",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"iranislamicrep",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"iranislamicrepublicofiran",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"irn",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"islamicrepofiran",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"islamicrepublicofiran",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
630,"persia",-9999,9999,-9999,9999,630,429,"IRN","IRN","Iran (Persia)"
640,"ottomanemp",-9999,9999,-9999,9999,640,186,"TUR","TUR","Turkey (Ottoman Empire)"
640,"ottomanempire",-9999,9999,-9999,9999,640,186,"TUR","TUR","Turkey (Ottoman Empire)"
640,"tur",-9999,9999,-9999,9999,640,186,"TUR","TUR","Turkey (Ottoman Empire)"
640,"turkey",-9999,9999,-9999,9999,640,186,"TUR","TUR","Turkey (Ottoman Empire)"
640,"turkeyottomanempire",-9999,9999,-9999,9999,640,186,"TUR","TUR","Turkey (Ottoman Empire)"
645,"iraq",-9999,9999,-9999,9999,645,433,"IRQ","IRQ","Iraq"
645,"iraqcentraliraq",-9999,9999,-9999,9999,645,433,"IRQ","IRQ","Iraq"
645,"irq",-9999,9999,-9999,9999,645,433,"IRQ","IRQ","Iraq"
651,"egy",-9999,9999,-9999,9999,651,469,"EGY","EGY","Egypt"
651,"egypt",-9999,9999,-9999,9999,651,469,"EGY","EGY","Egypt"
651,"egyptarabrep",-9999,9999,-9999,9999,651,469,"EGY","EGY","Egypt"
651,"egyptarabrepublicof",-9999,9999,-9999,9999,651,469,"EGY","EGY","Egypt"
651,"uar",-9999,9999,-9999,9999,651,469,"EGY","EGY","Egypt"
652,"syr",-9999,9999,-9999,9999,652,463,"SYR","SYR","Syria"
652,"syria",-9999,9999,-9999,9999,652,463,"SYR","SYR","Syria"
652,"syrianarabrep",-9999,9999,-9999,9999,652,463,"SYR","SYR","Syria"
652,"syrianarabrepublic",-9999,9999,-9999,9999,652,463,"SYR","SYR","Syria"
652,"syrianarabrepublicsyria",-9999,9999,-9999,9999,652,463,"SYR","SYR","Syria"
660,"lbn",-9999,9999,-9999,9999,660,446,"LBN","LEB","Lebanon"
660,"lebanon",-9999,9999,-9999,9999,660,446,"LBN","LEB","Lebanon"
663,"jor",-9999,9999,-9999,9999,663,439,"JOR","JOR","Jordan"
663,"jordan",-9999,9999,-9999,9999,663,439,"JOR","JOR","Jordan"
666,"isr",-9999,9999,-9999,9999,666,436,"ISR","ISR","Israel"
666,"israel",-9999,9999,-9999,9999,666,436,"ISR","ISR","Israel"
666,"israelandoccupiedterritories",-9999,9999,-9999,9999,666,436,"ISR","ISR","Israel"
670,"sauarabia",-9999,9999,-9999,9999,670,456,"SAU","SAU","Saudi Arabia"
670,"sau",-9999,9999,-9999,9999,670,456,"SAU","SAU","Saudi Arabia"
670,"saudiarabia",-9999,9999,-9999,9999,670,456,"SAU","SAU","Saudi Arabia"
678,"northyemen",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"northyemen",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yem",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yem",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemen",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemen",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenar",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenar",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenarabrepublicofyemen",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenarabrepublicofyemen",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemennorthyemen",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemennorthyemen",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenarabrep",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenarabrep",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenarabrepnorthyemen",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenarabrepnorthyemen",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenarabrepublic",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenarabrepublic",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemennorth",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemennorth",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenrep",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenrep",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemendemrepsouthyemen",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemendemrepsouthyemen",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenn",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenn",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenpdrep",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenpdrep",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenrepublicof",-9999,1990,-9999,9999,678,459,"YEM","YEM","Yemen (Arab Republic of Yemen)"
678,"yemenrepublicof",1991,9999,-9999,9999,679,474,"YEM","YEM","Yemen (Arab Republic of Yemen)"
680,"syemen",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"southyemen",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemenpdr",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemenpdemrep",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemenpdrsouth",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemenpeoprep",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemenpeoplesrepublic",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemensouth",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemendemocratic",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemendr",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemenpeoplesdemocratic",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemenpeoplesrepublicof",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
680,"yemens",-9999,9999,-9999,9999,680,NA,"YMD","YPR","Yemen, People's Republic of"
690,"kuwait",-9999,9999,-9999,9999,690,443,"KWT","KUW","Kuwait"
690,"kwt",-9999,9999,-9999,9999,690,443,"KWT","KUW","Kuwait"
692,"bahrain",-9999,9999,-9999,9999,692,419,"BHR","BAH","Bahrain"
692,"bahrainkingdomof",-9999,9999,-9999,9999,692,419,"BHR","BAH","Bahrain"
692,"bahrein",-9999,9999,-9999,9999,692,419,"BHR","BAH","Bahrain"
692,"bhr",-9999,9999,-9999,9999,692,419,"BHR","BAH","Bahrain"
694,"qat",-9999,9999,-9999,9999,694,453,"QAT","QAT","Qatar"
694,"qatar",-9999,9999,-9999,9999,694,453,"QAT","QAT","Qatar"
696,"are",-9999,9999,-9999,9999,696,466,"ARE","UAE","United Arab Emirates"
696,"uarabemirates",-9999,9999,-9999,9999,696,466,"ARE","UAE","United Arab Emirates"
696,"uae",-9999,9999,-9999,9999,696,466,"ARE","UAE","United Arab Emirates"
696,"uaemirates",-9999,9999,-9999,9999,696,466,"ARE","UAE","United Arab Emirates"
696,"uaeunitedarabemirates",-9999,9999,-9999,9999,696,466,"ARE","UAE","United Arab Emirates"
696,"unarabem",-9999,9999,-9999,9999,696,466,"ARE","UAE","United Arab Emirates"
696,"unitarabem",-9999,9999,-9999,9999,696,466,"ARE","UAE","United Arab Emirates"
696,"unitedarabemirates",-9999,9999,-9999,9999,696,466,"ARE","UAE","United Arab Emirates"
698,"oman",-9999,9999,-9999,9999,698,449,"OMN","OMA","Oman"
698,"omn",-9999,9999,-9999,9999,698,449,"OMN","OMA","Oman"
700,"afg",-9999,9999,-9999,9999,700,512,"AFG","AFG","Afghanistan"
700,"afganistan",-9999,9999,-9999,9999,700,512,"AFG","AFG","Afghanistan"
700,"afghanistan",-9999,9999,-9999,9999,700,512,"AFG","AFG","Afghanistan"
700,"afghanistanirof",-9999,9999,-9999,9999,700,512,"AFG","AFG","Afghanistan"
700,"afghanistanisof",-9999,9999,-9999,9999,700,512,"AFG","AFG","Afghanistan"
700,"afghanistanislamicrepofafghanistan",-9999,9999,-9999,9999,700,512,"AFG","AFG","Afghanistan"
700,"afghanistanislamicrepublicof",-9999,9999,-9999,9999,700,512,"AFG","AFG","Afghanistan"
700,"afghanistan1992",1992,9999,-9999,9999,700,512,"AFG","AFG","Afghanistan"
701,"tkm",-9999,9999,-9999,9999,701,925,"TKM","TKM","Turkmenistan"
701,"turkmenistan",-9999,9999,-9999,9999,701,925,"TKM","TKM","Turkmenistan"
701,"turkmenstan",-9999,9999,-9999,9999,701,925,"TKM","TKM","Turkmenistan"
702,"tajikistan",-9999,9999,-9999,9999,702,923,"TJK","TAJ","Tajikistan"
702,"tjk",-9999,9999,-9999,9999,702,923,"TJK","TAJ","Tajikistan"
703,"kgz",-9999,9999,-9999,9999,703,917,"KGZ","KYR","Kyrgyz Republic"
703,"kyrgyzrep",-9999,9999,-9999,9999,703,917,"KGZ","KYR","Kyrgyz Republic"
703,"kyrgyzrepublic",-9999,9999,-9999,9999,703,917,"KGZ","KYR","Kyrgyz Republic"
703,"kyrgyzrepublickyrgyzstan",-9999,9999,-9999,9999,703,917,"KGZ","KYR","Kyrgyz Republic"
703,"kyrgyzstan",-9999,9999,-9999,9999,703,917,"KGZ","KYR","Kyrgyz Republic"
704,"uzb",-9999,9999,-9999,9999,704,927,"UZB","UZB","Uzbekistan"
704,"uzbekistan",-9999,9999,-9999,9999,704,927,"UZB","UZB","Uzbekistan"
705,"kaz",-9999,9999,-9999,9999,705,916,"KAZ","KZK","Kazakhstan"
705,"kazakhstan",-9999,9999,-9999,9999,705,916,"KAZ","KZK","Kazakhstan"
705,"kazakstan",-9999,9999,-9999,9999,705,916,"KAZ","KZK","Kazakhstan"
705,"khazakhstan",-9999,9999,-9999,9999,705,916,"KAZ","KZK","Kazakhstan"
708,"chinahongkongsar",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
708,"chinahongkongspecialadministrativeregion",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
708,"chinaprhongkong",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
708,"hkong",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
708,"hkg",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
708,"hongkong",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
708,"hongkongchina",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
708,"hongkongsarchina",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
708,"hongkongsar",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
708,"hongkongspecialadministrativeregionofchina",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
708,"hongkongchinasar",-9999,9999,-9999,9999,NA,532,NA,NA,"Hong Kong"
709,"chinamacaosar",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
709,"chinamacaospecialadministrativeregion",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
709,"chinaprmacao",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
709,"mac",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
709,"macao",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
709,"macaosarchina",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
709,"macaospecialadministrativeregionofchina",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
709,"macaochina",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
709,"macaochinasar",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
709,"macau",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
709,"macausarchina",-9999,9999,-9999,9999,NA,546,"MAC",NA,"Macao"
710,"china",-9999,9999,-9999,9999,710,924,"CHN","CHN","China"
710,"chinaincludestibethongkongandmacau",-9999,9999,-9999,9999,710,924,"CHN","CHN","China"
710,"chinaprc",-9999,9999,-9999,9999,710,924,"CHN","CHN","China"
710,"chinaprep",-9999,9999,-9999,9999,710,924,"CHN","CHN","China"
710,"chinapr",-9999,9999,-9999,9999,710,924,"CHN","CHN","China"
710,"chinarep",-9999,9999,-9999,9999,710,924,"CHN","CHN","China"
710,"chinapeoplesrep",-9999,9999,-9999,9999,710,924,"CHN","CHN","China"
710,"chinaprmainland",-9999,9999,-9999,9999,710,924,"CHN","CHN","China"
710,"chn",-9999,9999,-9999,9999,710,924,"CHN","CHN","China"
710,"prc",-9999,9999,-9999,9999,710,924,"CHN","CHN","China"
711,"tibet",-9999,9999,-9999,9999,NA,NA,NA,"TBT","Tibet"
712,"mng",-9999,9999,-9999,9999,712,948,"MNG","MON","Mongolia"
712,"mongolia",-9999,9999,-9999,9999,712,948,"MNG","MON","Mongolia"
713,"chinataiwanprovinceof",-9999,9999,-9999,9999,713,528,"TWN","TAW","Taiwan"
713,"chinesetaipei",-9999,9999,-9999,9999,713,528,"TWN","TAW","Taiwan"
713,"tai",-9999,9999,-9999,9999,713,528,"TWN","TAW","Taiwan"
713,"taiwan",-9999,9999,-9999,9999,713,528,"TWN","TAW","Taiwan"
713,"taiwanchina",-9999,9999,-9999,9999,713,528,"TWN","TAW","Taiwan"
713,"taiwanroc",-9999,9999,-9999,9999,713,528,"TWN","TAW","Taiwan"
713,"taiwanprovinceofchina",-9999,9999,-9999,9999,713,528,"TWN","TAW","Taiwan"
713,"taiwanrepublicofchinaon",-9999,9999,-9999,9999,713,528,"TWN","TAW","Taiwan"
713,"twn",-9999,9999,-9999,9999,713,528,"TWN","TAW","Taiwan"
730,"kor",-9999,9999,-9999,9999,730,NA,NA,"KOR","Korea"
730,"korea",-9999,1947,-9999,9999,730,NA,NA,"KOR","Korea"
731,"dempeoplesrepkorea",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"dempeoplesrepofkorea",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"dempeoplesrepublicofkorea",1984,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"democraticpeoplesrepublicofkorea",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"dprkorea",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreanorth",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreademprep",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreademocraticpeoplesrepu",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"korean",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreapr",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreadempeoplesrep",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreadempeoplesrepof",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreadempeoplesrepublicofnorthkorea",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreademrep",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreademocraticpeoplesrepof",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreademocraticpeoplesrepublic",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreademocraticpeoplesrepublicof",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreademocraticrepublicof",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"koreadpr",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"nkorea",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"northkorea",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"northkoreademocratcpeoplesrepublicofkorea",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
731,"prk",1948,9999,-9999,9999,731,954,"PRK","PRK","Korea, People's Republic of"
732,"kor",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"koreasouth",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"korearep",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"korearepof",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"korearepublicof",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"koreas",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"korearepublic",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"korearepublicofsouthkorea",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"repofkorea",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"republicofkorea",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"rok",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"southkorea",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
732,"southkorearepublicofkorea",1948,9999,-9999,9999,732,542,"KOR","ROK","Korea, Republic of"
740,"japan",-9999,9999,-9999,9999,740,158,"JPN","JPN","Japan"
740,"jpn",-9999,9999,-9999,9999,740,158,"JPN","JPN","Japan"
750,"ind",-9999,9999,-9999,9999,750,534,"IND","IND","India"
750,"india",-9999,9999,-9999,9999,750,534,"IND","IND","India"
760,"bhutan",-9999,9999,-9999,9999,760,514,"BTN","BHU","Bhutan"
760,"btn",-9999,9999,-9999,9999,760,514,"BTN","BHU","Bhutan"
770,"pak",-9999,9999,-9999,9999,770,564,"PAK","PAK","Pakistan"
770,"pakistan",-9999,9999,-9999,9999,770,564,"PAK","PAK","Pakistan"
770,"pakistan1971",-9999,1971,-9999,9999,770,564,"PAK","PAK","Pakistan"
770,"pakistan1972",1972,9999,-9999,9999,770,564,"PAK","PAK","Pakistan"
770,"pakistanunited",-9999,9999,-9999,9999,770,564,"PAK","PAK","Pakistan"
770,"pakistanincludingeastpakistan",-9999,9999,-9999,9999,770,564,"PAK","PAK","Pakistan"
770,"pakistan19471971",1947,1971,-9999,9999,770,564,"PAK","PAK","Pakistan"
771,"banglad",-9999,9999,-9999,9999,771,513,"BGD","BNG","Bangladesh"
771,"bangladesh",-9999,9999,-9999,9999,771,513,"BGD","BNG","Bangladesh"
771,"bgd",-9999,9999,-9999,9999,771,513,"BGD","BNG","Bangladesh"
775,"burma",-9999,9999,-9999,9999,775,518,"MMR","MYA","Myanmar (Burma)"
775,"burmamyanmar",-9999,9999,-9999,9999,775,518,"MMR","MYA","Myanmar (Burma)"
