"gwno","country","minyear1","maxyear1","minyear2","maxyear2","ccode","ifscode","ifs","gwabbrev","gwname"
345,"yugoslaviaserbiamontenegro",1918,2006,-9999,9999,345,188,"YSR","YUG","Yugoslavia"
345,"yugoslaviaserbia",1918,2006,-9999,9999,345,188,"YSR","YUG","Yugoslavia"
345,"yugoslaviaunited",1918,2006,-9999,9999,345,188,"YSR","YUG","Yugoslavia"
345,"yugoslaviafedrep",1918,2006,-9999,9999,345,188,"YSR","YUG","Yugoslavia"
345,"yugoslaviafederalrepublicof",1918,2006,-9999,9999,345,188,"YSR","YUG","Yugoslavia"
345,"yugoslaviafr",1918,2006,-9999,9999,345,188,"YSR","YUG","Yugoslavia"
345,"yugoslaviasfr",1918,2006,-9999,9999,345,188,"YSR","YUG","Yugoslavia"
346,"bosnia",-9999,9999,-9999,9999,346,963,"BIH","BOS","Bosnia-Herzegovina"
346,"bosniaherz",-9999,9999,-9999,9999,346,963,"BIH","BOS","Bosnia-Herzegovina"
346,"bosniaherzegovina",-9999,9999,-9999,9999,346,963,"BIH","BOS","Bosnia-Herzegovina"
346,"bosniaandherzegovina",-9999,9999,-9999,9999,346,963,"BIH","BOS","Bosnia-Herzegovina"
346,"bosniaherzegovenia",-9999,9999,-9999,9999,346,963,"BIH","BOS","Bosnia-Herzegovina"
346,"bosniahercegovenia",-9999,9999,-9999,9999,346,963,"BIH","BOS","Bosnia-Herzegovina"
346,"bosniahercegovina",-9999,9999,-9999,9999,346,963,"BIH","BOS","Bosnia-Herzegovina"
346,"bth",-9999,9999,-9999,9999,346,963,"BIH","BOS","Bosnia-Herzegovina"
347,"kosovo",-9999,9999,-9999,9999,347,967,"KSV","KOS","Kosovo"
347,"kosovoincompliancewithunsecuritycouncilresolution124499",-9999,9999,-9999,9999,347,967,"KSV","KOS","Kosovo"
347,"kosovounderunscr1244",-9999,9999,-9999,9999,347,967,"KSV","KOS","Kosovo"
347,"kosovorepublicof",-9999,9999,-9999,9999,347,967,"KSV","KOS","Kosovo"
347,"kosovosres12441999",-9999,9999,-9999,9999,347,967,"KSV","KOS","Kosovo"
347,"serbiaandkosovosres12441999",-9999,9999,-9999,9999,347,967,"KSV","KOS","Kosovo"
349,"slovenia",-9999,9999,-9999,9999,349,961,"SVN","SLV","Slovenia"
349,"svn",-9999,9999,-9999,9999,349,961,"SVN","SLV","Slovenia"
350,"grc",-9999,9999,-9999,9999,350,174,"GRC","GRC","Greece"
350,"greece",-9999,9999,-9999,9999,350,174,"GRC","GRC","Greece"
352,"cyp",-9999,9999,-9999,9999,352,423,"CYP","CYP","Cyprus"
352,"cyprus",-9999,9999,-9999,9999,352,423,"CYP","CYP","Cyprus"
352,"cyprusg",-9999,9999,-9999,9999,352,423,"CYP","CYP","Cyprus"
352,"cyprusgreek",-9999,9999,-9999,9999,352,423,"CYP","CYP","Cyprus"
352,"cyprusgreeksouth",-9999,9999,-9999,9999,352,423,"CYP","CYP","Cyprus"
355,"bgr",-9999,1989,-9999,9999,355,918,"SUN","BUL","Bulgaria"
355,"bgr",1990,9999,-9999,9999,355,918,"BGR","BUL","Bulgaria"
355,"bulgaria",-9999,1989,-9999,9999,355,918,"SUN","BUL","Bulgaria"
355,"bulgaria",1990,9999,-9999,9999,355,918,"BGR","BUL","Bulgaria"
359,"mda",-9999,9999,-9999,9999,359,921,"MDA","MLD","Moldova"
359,"moldova",-9999,9999,-9999,9999,359,921,"MDA","MLD","Moldova"
359,"moldovarep",-9999,9999,-9999,9999,359,921,"MDA","MLD","Moldova"
359,"moldovarepof",-9999,9999,-9999,9999,359,921,"MDA","MLD","Moldova"
359,"moldovarepublicof",-9999,9999,-9999,9999,359,921,"MDA","MLD","Moldova"
359,"repofmoldova",-9999,9999,-9999,9999,359,921,"MDA","MLD","Moldova"
359,"republicofmoldova",-9999,9999,-9999,9999,359,921,"MDA","MLD","Moldova"
360,"rom",-9999,9999,-9999,9999,360,968,"ROM","RUM","Rumania"
360,"romania",-9999,9999,-9999,9999,360,968,"ROM","RUM","Rumania"
360,"rumania",-9999,9999,-9999,9999,360,968,"ROM","RUM","Rumania"
365,"rus",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"rus",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"rusria",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"rusria",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"russia",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"russia",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"russiasovietunion",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"russiasovietunion",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"russiaussr",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"russiaussr",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"russianempireussr",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"russianempireussr",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"russianfederation",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"russianfederation",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"sovietunion",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"sovietunion",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"ussr",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"ussr",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"unionofsovietsocialistrepublics",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"unionofsovietsocialistrepublics",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"usrrsovietunion",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"usrrsovietunion",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"ussrsovietunion",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"ussrsovietunion",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
365,"ussrrussia",-9999,1989,-9999,9999,365,974,"RUS","RUS","Russia (Soviet Union)"
365,"ussrrussia",1990,9999,-9999,9999,365,922,"RUS","RUS","Russia (Soviet Union)"
366,"est",-9999,9999,-9999,9999,366,939,"EST","EST","Estonia"
366,"estonia",-9999,9999,-9999,9999,366,939,"EST","EST","Estonia"
367,"latvia",-9999,9999,-9999,9999,367,941,"LVA","LAT","Latvia"
367,"lva",-9999,9999,-9999,9999,367,941,"LVA","LAT","Latvia"
368,"lithuania",-9999,9999,-9999,9999,368,946,"LTU","LIT","Lithuania"
368,"ltu",-9999,9999,-9999,9999,368,946,"LTU","LIT","Lithuania"
369,"ukr",-9999,9999,-9999,9999,369,926,"UKR","UKR","Ukraine"
369,"ukraine",-9999,9999,-9999,9999,369,926,"UKR","UKR","Ukraine"
370,"belarus",-9999,9999,-9999,9999,370,913,"BLR","BLR","Belarus (Byelorussia)"
370,"belarusbyelorussia",-9999,9999,-9999,9999,370,913,"BLR","BLR","Belarus (Byelorussia)"
370,"blr",-9999,9999,-9999,9999,370,913,"BLR","BLR","Belarus (Byelorussia)"
370,"byelorussia",-9999,9999,-9999,9999,370,913,"BLR","BLR","Belarus (Byelorussia)"
371,"arm",1991,9999,-9999,9999,371,911,"ARM","ARM","Armenia"
371,"armenia",1991,9999,-9999,9999,371,911,"ARM","ARM","Armenia"
371,"armeniarepublicof",1991,9999,-9999,9999,371,911,"ARM","ARM","Armenia"
372,"geo",-9999,9999,-9999,9999,372,915,"GEO","GRG","Georgia"
372,"georgia",-9999,9999,-9999,9999,372,915,"GEO","GRG","Georgia"
372,"georgiarepof",-9999,9999,-9999,9999,372,915,"GEO","GRG","Georgia"
373,"aze",-9999,9999,-9999,9999,373,912,"AZE","AZE","Azerbaijan"
373,"azerbaijan",-9999,9999,-9999,9999,373,912,"AZE","AZE","Azerbaijan"
373,"azerbaijanrepof",-9999,9999,-9999,9999,373,912,"AZE","AZE","Azerbaijan"
373,"azerbaijanrepublicof",-9999,9999,-9999,9999,373,912,"AZE","AZE","Azerbaijan"
375,"fin",-9999,9999,-9999,9999,375,172,"FIN","FIN","Finland"
375,"finland",-9999,9999,-9999,9999,375,172,"FIN","FIN","Finland"
380,"swe",-9999,9999,-9999,9999,380,144,"SWE","SWD","Sweden"
380,"sweden",-9999,9999,-9999,9999,380,144,"SWE","SWD","Sweden"
385,"nor",-9999,9999,-9999,9999,385,142,"NOR","NOR","Norway"
385,"norway",-9999,9999,-9999,9999,385,142,"NOR","NOR","Norway"
390,"denmark",-9999,9999,-9999,9999,390,128,"DNK","DEN","Denmark"
390,"dnk",-9999,9999,-9999,9999,390,128,"DNK","DEN","Denmark"
395,"iceland",-9999,9999,-9999,9999,395,176,"ISL","ICE","Iceland"
395,"isl",-9999,9999,-9999,9999,395,176,"ISL","ICE","Iceland"
396,"abkhazia",-9999,9999,-9999,9999,NA,NA,NA,"ABK","Abkhazia"
397,"southossetia",-9999,9999,-9999,9999,NA,NA,NA,"SOT","South Ossetia"
402,"cverdeis",-9999,9999,-9999,9999,402,624,"CPV","CAP","Cape Verde"
402,"caboverde",-9999,9999,-9999,9999,402,624,"CPV","CAP","Cape Verde"
402,"capeverde",-9999,9999,-9999,9999,402,624,"CPV","CAP","Cape Verde"
402,"capeverdeis",-9999,9999,-9999,9999,402,624,"CPV","CAP","Cape Verde"
402,"cpv",-9999,9999,-9999,9999,402,624,"CPV","CAP","Cape Verde"
403,"stomandprincipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"sotomandprncipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"sotomandprincipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"sotomèandprincipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"sãotomãandprãncipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"saotomeandprincipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"saotome",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"saotomep",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"saotomeprincipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"sãotomépríncipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"sãotoméandprincipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"sãotoméandpríncipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"saotomeetprincipe",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"saotomeprin",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"saotomepr",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"saotomeepr",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
403,"stp",-9999,9999,-9999,9999,403,716,"STP","STP","São Tomé and Principe"
404,"gnb",-9999,9999,-9999,9999,404,654,"GNB","GNB","Guinea-Bissau"
404,"guineabissau",-9999,9999,-9999,9999,404,654,"GNB","GNB","Guinea-Bissau"
404,"guineabau",-9999,9999,-9999,9999,404,654,"GNB","GNB","Guinea-Bissau"
404,"guineabisau",-9999,9999,-9999,9999,404,654,"GNB","GNB","Guinea-Bissau"
411,"eqguinea",-9999,9999,-9999,9999,411,642,"GNQ","EQG","Equatorial Guinea"
411,"equaguinea",-9999,9999,-9999,9999,411,642,"GNQ","EQG","Equatorial Guinea"
411,"equatguinea",-9999,9999,-9999,9999,411,642,"GNQ","EQG","Equatorial Guinea"
411,"equatorialguinea",-9999,9999,-9999,9999,411,642,"GNQ","EQG","Equatorial Guinea"
411,"gnq",-9999,9999,-9999,9999,411,642,"GNQ","EQG","Equatorial Guinea"
420,"gambia",-9999,9999,-9999,9999,420,648,"GMB","GAM","Gambia"
420,"gambiathe",-9999,9999,-9999,9999,420,648,"GMB","GAM","Gambia"
420,"gmb",-9999,9999,-9999,9999,420,648,"GMB","GAM","Gambia"
420,"thegambia",-9999,9999,-9999,9999,420,648,"GMB","GAM","Gambia"
432,"mali",-9999,9999,-9999,9999,432,678,"MLI","MLI","Mali"
432,"marli",-9999,9999,-9999,9999,432,678,"MLI","MLI","Mali"
432,"mli",-9999,9999,-9999,9999,432,678,"MLI","MLI","Mali"
433,"sen",-9999,9999,-9999,9999,433,722,"SEN","SEN","Senegal"
433,"senegal",-9999,9999,-9999,9999,433,722,"SEN","SEN","Senegal"
434,"ben",-9999,9999,-9999,9999,434,638,"BEN","BEN","Benin"
434,"benin",-9999,9999,-9999,9999,434,638,"BEN","BEN","Benin"
434,"benindahomey",-9999,9999,-9999,9999,434,638,"BEN","BEN","Benin"
434,"dahomey",-9999,9999,-9999,9999,434,638,"BEN","BEN","Benin"
435,"mauritan",-9999,9999,-9999,9999,435,682,"MRT","MAA","Mauritania"
435,"mauritania",-9999,9999,-9999,9999,435,682,"MRT","MAA","Mauritania"
435,"mrt",-9999,9999,-9999,9999,435,682,"MRT","MAA","Mauritania"
436,"ner",-9999,9999,-9999,9999,436,692,"NER","NIR","Niger"
436,"niger",-9999,9999,-9999,9999,436,692,"NER","NIR","Niger"
437,"ctedivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"cedivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"ctedivoireivorycoast",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"cxf4tedivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"cãtedivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"civ",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"cotedivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"cotedivor",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"côtedivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"cotedíivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"ctedõivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"cùtedivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"cùtedíivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"ivorycoast",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"ivorycoastcotedivoire",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
437,"ivorycst",-9999,9999,-9999,9999,437,662,"CIV","CDI","Cote D’Ivoire"
438,"gin",-9999,9999,-9999,9999,438,656,"GIN","GUI","Guinea"
438,"guinea",-9999,9999,-9999,9999,438,656,"GIN","GUI","Guinea"
438,"guineau",-9999,9999,-9999,9999,438,656,"GIN","GUI","Guinea"
439,"bfa",-9999,9999,-9999,9999,439,748,"BFA","BFO","Burkina Faso (Upper Volta)"
439,"burkfaso",-9999,9999,-9999,9999,439,748,"BFA","BFO","Burkina Faso (Upper Volta)"
439,"burkina",-9999,9999,-9999,9999,439,748,"BFA","BFO","Burkina Faso (Upper Volta)"
439,"burkinafaso",-9999,9999,-9999,9999,439,748,"BFA","BFO","Burkina Faso (Upper Volta)"
439,"burkinafasouppervolta",-9999,9999,-9999,9999,439,748,"BFA","BFO","Burkina Faso (Upper Volta)"
439,"burknafaso",-9999,9999,-9999,9999,439,748,"BFA","BFO","Burkina Faso (Upper Volta)"
439,"uppervolta",-9999,9999,-9999,9999,439,748,"BFA","BFO","Burkina Faso (Upper Volta)"
450,"lbr",-9999,9999,-9999,9999,450,668,"LBR","LBR","Liberia"
450,"liberia",-9999,9999,-9999,9999,450,668,"LBR","LBR","Liberia"
451,"sleone",-9999,9999,-9999,9999,451,724,"SLE","SIE","Sierra Leone"
451,"sierraleo",-9999,9999,-9999,9999,451,724,"SLE","SIE","Sierra Leone"
451,"sierraleone",-9999,9999,-9999,9999,451,724,"SLE","SIE","Sierra Leone"
451,"sle",-9999,9999,-9999,9999,451,724,"SLE","SIE","Sierra Leone"
452,"gha",-9999,9999,-9999,9999,452,652,"GHA","GHA","Ghana"
452,"ghana",-9999,9999,-9999,9999,452,652,"GHA","GHA","Ghana"
461,"tgo",-9999,9999,-9999,9999,461,742,"TGO","TOG","Togo"
461,"togo",-9999,9999,-9999,9999,461,742,"TGO","TOG","Togo"
471,"cameroon",-9999,9999,-9999,9999,471,622,"CMR","CAO","Cameroon"
471,"cameroun",-9999,9999,-9999,9999,471,622,"CMR","CAO","Cameroon"
471,"cmr",-9999,9999,-9999,9999,471,622,"CMR","CAO","Cameroon"
475,"nga",-9999,9999,-9999,9999,475,694,"NGA","NIG","Nigeria"
475,"nigeria",-9999,9999,-9999,9999,475,694,"NGA","NIG","Nigeria"
481,"gab",-9999,9999,-9999,9999,481,646,"GAB","GAB","Gabon"
481,"gabon",-9999,9999,-9999,9999,481,646,"GAB","GAB","Gabon"
482,"car",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"caf",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"cenafremp",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"cenafrrep",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"cenafricanrep",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"centafrep",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"centafr",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"centralafrrep",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"centralafricarep",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"centralafrican",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"centralafricanrep",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"centralafricanrepub",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"centralafricanrepublic",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
482,"centralafricnrep",-9999,9999,-9999,9999,482,626,"CAF","CEN","Central African Republic"
483,"chad",-9999,9999,-9999,9999,483,628,"TCD","CHA","Chad"
483,"tcd",-9999,9999,-9999,9999,483,628,"TCD","CHA","Chad"
484,"cog",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congo",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congobrazzaville",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congob",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congobra",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congobrazzavillerepublicofcongo",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congobrazzavillerepofcongo",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congorepublic",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congorep",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congorepublicofthe",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congobrazaville",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congobrz",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congorepof",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congorepofthe",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congorepublicof",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congorepublicofbrazzaville",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"congocongorepcongorepof",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"repcongo",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"republicofcongo",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
484,"republicofthecongo",-9999,9999,-9999,9999,484,634,"COG","CON","Congo"
490,"cod",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congokinshasa",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemocraticrepublic",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodrc",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congokin",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemrep",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemocraticrepublicof",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodr",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congothedemocraticrepublic",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemr",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemrepof",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemocraticreof",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemocraticrepof",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemocraticrepublicofkinshasa",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemocraticrepublicofzaire",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemocraticrepublicofthe",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemocraticrepublicofthecongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congodemocraticrepublicofthezare",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congothedemocraticrepublicofthe",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"congozaire",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"drofthecongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"demrepcongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"demrepofcongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"demrepofthecongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"democraticrepublicofcongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"democraticrepublicofcongozaire",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"democraticrepublicofthecongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"democraticrepublicofthecongozairecongokinshasha",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"drcongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"drcongozaire",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"thedemocraticrepublicofcongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"thedemocraticrepublicofthecongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"zaire",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"zairecongoafter1997",1997,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"zairedemrepcongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"zairedemocrepubliccongo",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"zairecongodemrep",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
490,"zar",-9999,9999,-9999,9999,490,636,"ZAR","DRC","Congo, Democratic Republic of (Zaire)"
500,"nogeria",-9999,9999,-9999,9999,500,746,"UGA","UGA","Uganda"
500,"uga",-9999,9999,-9999,9999,500,746,"UGA","UGA","Uganda"
500,"uganda",-9999,9999,-9999,9999,500,746,"UGA","UGA","Uganda"
500,"ugandan",-9999,9999,-9999,9999,500,746,"UGA","UGA","Uganda"
501,"ken",-9999,9999,-9999,9999,501,664,"KEN","KEN","Kenya"
501,"kenya",-9999,9999,-9999,9999,501,664,"KEN","KEN","Kenya"
510,"tanganyika",-9999,9999,-9999,9999,510,738,"TZA","TAZ","Tanzania/Tanganyika"
510,"tanzania",-9999,9999,-9999,9999,510,738,"TZA","TAZ","Tanzania/Tanganyika"
510,"tanzaniatanganyika",-9999,9999,-9999,9999,510,738,"TZA","TAZ","Tanzania/Tanganyika"
510,"tanzaniaunirep",-9999,9999,-9999,9999,510,738,"TZA","TAZ","Tanzania/Tanganyika"
510,"tanzaniaunitedrepublicof",-9999,9999,-9999,9999,510,738,"TZA","TAZ","Tanzania/Tanganyika"
510,"tanzaniaunitedrepof",-9999,9999,-9999,9999,510,738,"TZA","TAZ","Tanzania/Tanganyika"
510,"tza",-9999,9999,-9999,9999,510,738,"TZA","TAZ","Tanzania/Tanganyika"
510,"uroftanzaniamainland",-9999,9999,-9999,9999,510,738,"TZA","TAZ","Tanzania/Tanganyika"
510,"unitedrepoftanzania",-9999,9999,-9999,9999,510,738,"TZA","TAZ","Tanzania/Tanganyika"
510,"unitedrepublicoftanzania",-9999,9999,-9999,9999,510,738,"TZA","TAZ","Tanzania/Tanganyika"
511,"zanzibar",-9999,9999,-9999,9999,511,NA,NA,"ZAN","Zanzibar"
516,"bdi",-9999,9999,-9999,9999,516,618,"BDI","BUI","Burundi"
516,"burundi",-9999,9999,-9999,9999,516,618,"BDI","BUI","Burundi"
517,"rwa",-9999,9999,-9999,9999,517,714,"RWA","RWA","Rwanda"
517,"rwanda",-9999,9999,-9999,9999,517,714,"RWA","RWA","Rwanda"
520,"som",-9999,9999,-9999,9999,520,726,"SOM","SOM","Somalia"
520,"somalia",-9999,9999,-9999,9999,520,726,"SOM","SOM","Somalia"
522,"dji",-9999,9999,-9999,9999,522,611,"DJI","DJI","Djibouti"
522,"djibouti",-9999,9999,-9999,9999,522,611,"DJI","DJI","Djibouti"
530,"abyssinia",-9999,9999,-9999,9999,530,644,"ETH","ETH","Ethiopia"
530,"eth",-9999,9999,-9999,9999,530,644,"ETH","ETH","Ethiopia"
